"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3113642";"";"None";"297.28";"0";"3.41";"16";"O=c1oc2ccc(C(F)(F)F)cc2cc1CN1CCCC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3117965";"Inhibition of human recombinant MAO-B assessed as kynuramine oxidation to 4-hydroxyquinoline after 40 mins by LC-MS/MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112537";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL4067550";"";"None";"383.49";"0";"3.36";"TM-14";"CC(=O)c1ccc(OCCCCCN2CCN(c3ccccn3)CC2)cc1O";"IC50";"'='";"16700.0";"nM";"4.78";"";"";"UO_0000065";"12.46";"0.23";"1.42";"7.25";"0";"CHEMBL4048104";"Inhibition of recombinant human MAO-B using kynuramine as substrate after 30 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4087146";"";"None";"397.52";"0";"3.75";"TM-19";"CC(=O)c1ccc(OCCCCCCN2CCN(c3ccccn3)CC2)cc1O";"IC50";"'='";"20700.0";"nM";"4.68";"";"";"UO_0000065";"11.78";"0.22";"0.93";"7.11";"0";"CHEMBL4048104";"Inhibition of recombinant human MAO-B using kynuramine as substrate after 30 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4176623";"";"None";"181.67";"0";"1.28";"(+)-12a-1";"Cl.N[C@H]1[C@@H]2Cc3ccccc3[C@H]12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4135162";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells by luminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130492";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4066677";"";"None";"338.41";"0";"2.81";"TM-3";"CCN(CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC";"IC50";"'='";"6900.0";"nM";"5.16";"";"";"UO_0000065";"15.25";"0.28";"2.35";"10.35";"0";"CHEMBL4048089";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4064598";"";"None";"362.43";"0";"2.82";"TM-10";"C#CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC";"IC50";"'='";"7600.0";"nM";"5.12";"";"";"UO_0000065";"14.12";"0.26";"2.30";"10.27";"0";"CHEMBL4048089";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4099142";"";"None";"319.45";"0";"4.02";"TM-16";"CC(=O)c1ccc(OCCCCCCN2CCCCC2)cc1O";"IC50";"'='";"26600.0";"nM";"4.58";"";"";"UO_0000065";"14.32";"0.27";"0.56";"9.19";"0";"CHEMBL4048104";"Inhibition of recombinant human MAO-B using kynuramine as substrate after 30 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4076993";"";"None";"378.61";"0";"4.67";"s9";"O=c1c(/C=N/c2ccc(Cl)cc2O)coc2ccc(Br)cc12";"IC50";"'='";"1290.0";"nM";"5.89";"";"";"UO_0000065";"15.56";"0.37";"1.22";"9.38";"0";"CHEMBL4055294";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells using p-tyramine as substrate pretreated for 15 mins followed by substrate addition after 20 mins by Amplex red reagent based fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052647";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL561746";"";"None";"165.21";"0";"1.89";"7";"Cc1ccc(C2(F)CC2N)cc1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"29.57";"0.56";"3.00";"18.78";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL554831";"";"None";"151.18";"0";"1.58";"9";"NC1CC1(F)c1ccccc1";"IC50";"'='";"19000.0";"nM";"4.72";"";"";"UO_0000065";"31.23";"0.59";"3.14";"18.14";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL562143";"";"None";"296.33";"0";"2.80";"13";"CC(=O)N1N=C(c2ccc(O)cc2O)CC1c1ccccc1";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"15.26";"0.28";"1.72";"6.18";"0";"CHEMBL1059215";"Inhibition of MAOB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153579";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL1950705";"";"None";"444.37";"1";"5.65";"7";"COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccccc1Br";"IC50";"'='";"1580.0";"nM";"5.80";"";"";"UO_0000065";"13.06";"0.28";"0.15";"8.36";"0";"CHEMBL1954872";"Inhibition of human recombinant MAOB assessed as conversion of kynuramine to 4-hydroxyquinoline preincubated for 15 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949666";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL488073";"";"None";"286.33";"0";"2.95";"22";"CC(=O)COc1ccc2c3c(c(=O)oc2c1C)CCCC3";"IC50";"'='";"17300.0";"nM";"4.76";"";"";"UO_0000065";"16.63";"0.31";"1.81";"8.43";"0";"CHEMBL965567";"Inhibition of human recombinant MAOB by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL1950703";"";"None";"401.46";"1";"5.16";"5";"COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1F";"IC50";"'='";"11700.0";"nM";"4.93";"";"";"UO_0000065";"12.28";"0.23";"-0.23";"7.11";"0";"CHEMBL1954872";"Inhibition of human recombinant MAOB assessed as conversion of kynuramine to 4-hydroxyquinoline preincubated for 15 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949666";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL1813524";"";"None";"346.18";"0";"2.95";"5h";"O=C1NC(=O)c2cc(OCCc3ccc(Br)cc3)ccc21";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"20.72";"0.47";"4.22";"12.95";"0";"CHEMBL1816570";"Inhibition of human recombinant MAOB expressed in insect cells using kynuramine substrate by fluorescence spectroscopy";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811758";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL4543178";"";"None";"566.83";"2";"7.85";"23d";"CCN(CC)CCCCCCOc1ccc(/C=C/C(=O)c2ccc(OCCCCCCN(CC)CC)cc2O)cc1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"10.23";"0.19";"-2.05";"9.31";"0";"CHEMBL4314265";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate after 30 mins by fluorescence based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311983";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL3915915";"";"None";"306.41";"0";"2.91";"4";"C#CCN1CCCC(CNC(=O)c2ccc3ccccc3c2)C1";"IC50";"'='";"59293.0";"nM";"4.23";"";"";"UO_0000065";"13.80";"0.25";"1.32";"13.07";"0";"CHEMBL3871988";"Inhibition of human recombinant microsomal MAO-B expressed in baculovirus-infected insect cells using p-tyramine as substrate preincubated for 15 mins followed by substrate addition measured for 20 mins by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871295";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL1813519";"";"None";"267.28";"0";"2.19";"5c";"O=C1NC(=O)c2cc(OCCc3ccccc3)ccc21";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"29.07";"0.53";"5.58";"14.02";"0";"CHEMBL1816570";"Inhibition of human recombinant MAOB expressed in insect cells using kynuramine substrate by fluorescence spectroscopy";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811758";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL1813520";"";"None";"281.31";"0";"2.58";"5d";"O=C1NC(=O)c2cc(OCCCc3ccccc3)ccc21";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"25.95";"0.47";"4.72";"13.18";"0";"CHEMBL1816570";"Inhibition of human recombinant MAOB expressed in insect cells using kynuramine substrate by fluorescence spectroscopy";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811758";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL4278271";"";"None";"306.24";"0";"4.89";"6d";"C[C@@H]1[C@H](NCc2ccc(Cl)cc2Cl)[C@H]1c1ccccc1";"IC50";"'='";"56200.0";"nM";"4.25";"";"";"UO_0000065";"13.88";"0.29";"-0.64";"35.33";"0";"CHEMBL4253677";"Inhibition of MAO-B (unknown origin) using beetle luciferin derived luminogenic substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by MAO-Glo assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251603";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3394491";"";"None";"393.49";"0";"3.56";"4a";"COc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3ccccc3O)C2)cc1";"IC50";"'='";"59400.0";"nM";"4.23";"";"";"UO_0000065";"10.74";"0.20";"0.67";"6.47";"0";"CHEMBL3396572";"Inhibition of human recombinant MAO-B using p-tyramine as substrate assessed as production of H2O2 incubated for 15 mins prior to substrate addition measured after 20 mins by microplate fluorescence reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3393005";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL1813525";"";"None";"318.13";"0";"3.13";"5i";"O=C1NC(=O)c2cc(Oc3ccc(Br)cc3)ccc21";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"22.82";"0.52";"4.13";"13.10";"0";"CHEMBL1816570";"Inhibition of human recombinant MAOB expressed in insect cells using kynuramine substrate by fluorescence spectroscopy";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811758";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL3952086";"";"None";"364.49";"0";"3.27";"22";"C#CCN1CCC(CN(CCOC)C(=O)c2ccc3ccccc3c2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3871988";"Inhibition of human recombinant microsomal MAO-B expressed in baculovirus-infected insect cells using p-tyramine as substrate preincubated for 15 mins followed by substrate addition measured for 20 mins by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3871295";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL8706";"CLORGILINE";"-1.0";"272.18";"0";"3.33";"clorgyline";"C#CCN(C)CCCOc1ccc(Cl)cc1Cl";"IC50";"'='";"65800.0";"nM";"4.18";"";"";"UO_0000065";"15.36";"0.34";"0.85";"33.53";"0";"CHEMBL3413434";"Inhibition of human MAO-B expressed in baculovirus infected BTI insect cells preincubated for 15 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407435";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL1814064";"";"None";"281.27";"0";"2.75";"5";"O=C(Nc1ccc(O)cc1)c1coc2ccccc2c1=O";"IC50";"'='";"1382.0";"nM";"5.86";"";"";"UO_0000065";"20.83";"0.38";"3.11";"7.37";"0";"CHEMBL4478104";"Inhibition of human microsomal MAO-B expressed in recombinant baculovirus infected insect BTI-TN-5B1-4 cells assessed as reduction in H2O2 production using p-tyramine as substrate after 15 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477205";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3833782";""
"CHEMBL4166403";"";"None";"364.47";"0";"4.09";"3a";"C(=N/Nc1nc(-c2ccccc2)cs1)\c1ccc(N2CCOCC2)cc1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4145982";"Inhibition of human MAO-B using tyramine hydrochloride as substrate after 30 mins by Amplex Red reagent based horseradish peroxidase enzyme-coupled fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145445";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3402055";"";"None";"718.86";"2";"-2.42";"6";"C[C@H](O)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)N)C(=O)N[C@@H](CCCCNC1CC1c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3406145";"Inhibition of human MAOB using (4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid substrate incubated for 60 mins by luciferin detection based chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3407582";"";"None";"581.76";"2";"5.92";"5";"C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC(=O)N(C)C)c5ncccc45)CC3)ccc2n1C";"IC50";"'='";"196.3";"nM";"6.71";"";"";"UO_0000065";"11.53";"0.21";"0.79";"10.63";"0";"CHEMBL3413434";"Inhibition of human MAO-B expressed in baculovirus infected BTI insect cells preincubated for 15 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407435";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL4541785";"";"None";"280.28";"0";"2.63";"10";"Nc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1";"IC50";"'='";"4574.0";"nM";"5.34";"";"";"UO_0000065";"19.05";"0.35";"2.71";"6.26";"0";"CHEMBL4478104";"Inhibition of human microsomal MAO-B expressed in recombinant baculovirus infected insect BTI-TN-5B1-4 cells assessed as reduction in H2O2 production using p-tyramine as substrate after 15 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477205";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3833782";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"Selegiline";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"41.11";"0.75";"5.52";"237.62";"1";"CHEMBL3862220";"Inhibition of recombinant human MAOB using kynuramine as substrate assessed as decrease in formation of 4-hydroxyquinoline incubated for 20 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3861946";"1";"Scientific Literature";"Medchemcomm";"2016";"None";""
"CHEMBL3093240";"";"None";"437.50";"0";"-0.01";"21l";"Cn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccccc3)CC2)n(C)c1=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"11.43";"0.21";"5.01";"5.64";"0";"CHEMBL3095874";"Inhibition of human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091303";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL8706";"CLORGILINE";"-1.0";"272.18";"0";"3.33";"Clorgyline";"C#CCN(C)CCCOc1ccc(Cl)cc1Cl";"IC50";"'='";"65500.0";"nM";"4.18";"";"";"UO_0000065";"15.37";"0.34";"0.85";"33.55";"1";"CHEMBL3862300";"Inhibition of human recombinant MAOB using p-tyramine as substrate preincubated for 30 mins followed by substrate addition measured for 1 hr by horse-radish peroxidase/amplex red-based fluorometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3861952";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";""
"CHEMBL3799699";"";"None";"306.32";"0";"2.56";"4d";"COn1c(-c2ccc(C)cc2)cc2cc3c(cc21)C(=O)NC3=O";"IC50";"'='";"581.0";"nM";"6.24";"";"";"UO_0000065";"20.36";"0.37";"3.68";"10.34";"0";"CHEMBL3801874";"Inhibition of human recombinant MAO-B using kynuramine as substrate incubated for 20 mins by fluorescence spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL1945271";"";"None";"277.28";"0";"3.24";"3m";"N#Cc1ccc(COc2ccc3occc(=O)c3c2)cc1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"27.62";"0.50";"4.42";"12.11";"0";"CHEMBL1949363";"Inhibition of recombinant human monoamine oxidase B expressed in insect microsomes using kynuramine as substrate after 20 mins by fluorescence spectrophotometry";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944574";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";""
"CHEMBL3932083";"";"None";"348.36";"0";"1.78";"4";"CN(Cc1cccc(F)c1)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2";"IC50";"'='";"8320.0";"nM";"5.08";"";"";"UO_0000065";"14.58";"0.29";"3.30";"6.08";"0";"CHEMBL3862220";"Inhibition of recombinant human MAOB using kynuramine as substrate assessed as decrease in formation of 4-hydroxyquinoline incubated for 20 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3861946";"1";"Scientific Literature";"Medchemcomm";"2016";"None";""
"CHEMBL3093326";"";"None";"355.40";"0";"1.65";"20b";"CCn1c(=O)c2c(nc3n2CCCN3c2ccc(O)cc2)n(CC)c1=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"14.07";"0.26";"3.35";"5.86";"0";"CHEMBL3095874";"Inhibition of human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091303";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL3093218";"";"None";"493.61";"0";"1.74";"22a";"CCCn1c(=O)c2c(nc3n2CCCN3CC(=O)N2CCN(c3ccccc3)CC2)n(CCC)c1=O";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"10.13";"0.19";"3.26";"5.64";"0";"CHEMBL3095874";"Inhibition of human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091303";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL1258160";"";"None";"367.46";"0";"4.64";"3r";"C/C(=N\Nc1nc2ccccc2nc1Cc1ccccc1)c1ccc(N)cc1";"IC50";"'='";"860000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261744";"Inhibition of MAOB by spectrophotometry";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255505";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
